feedback_id,submitted_at,user_id,hotspot_id,location,metro,rating,category,feedback_text,platform,status,source,cleaned_text,token_count,dominant_topic,topic_confidence,topic_probabilities
FB0066,2026-05-01T16:31:40Z,USER017,H010,Bedfordview,Gauteng,3,Application Performance,The application uses too much mobile data when loading message history on a normal mobile connection. Older messages should load only when requested. This area mainly receives home invasion warnings.,iOS,reviewed,mock,application uses much mobile data loading message history normal mobile connection older messages load requested home invasion warnings,18,topic_4,0.975307,"[0.003087, 0.003087, 0.003087, 0.975307, 0.003087, 0.003087, 0.003087, 0.003087, 0.003087]"
FB0067,2026-05-01T19:50:02Z,USER094,H008,Claremont,Cape Town,3,Privacy and Trust,Residents need confidence that private group messages remain private because reports may contain personal details. Please add a simple privacy notice near the submission form. This area mainly receives home invasion warnings.,Web,reviewed,mock,residents need confidence private group messages remain private reports may contain personal details add simple privacy notice near submission form home invasion warnings,23,topic_9,0.980674,"[0.002416, 0.002416, 0.002416, 0.002416, 0.002416, 0.002416, 0.002416, 0.002416, 0.980674]"
FB0068,2026-05-01T19:53:47Z,USER160,H007,Garsfontein,Gauteng,3,Incident Reporting,The reporting screen needs more incident categories during a stressful situation. The form should require fewer actions for urgent reports.,Android,reviewed,mock,reporting screen needs incident categories stressful situation form require fewer actions urgent reports,13,topic_1,0.965810,"[0.96581, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0069,2026-05-02T13:52:06Z,USER133,H014,Centurion Central,Gauteng,2,Location Accuracy,The location pin was too broad to identify the affected area and residents could not tell how close it was. Please improve address validation before publishing an incident.,iOS,reviewed,mock,location pin broad identify affected residents tell close address validation publishing incident,12,topic_6,0.655470,"[0.00463, 0.00463, 0.00463, 0.00463, 0.312121, 0.65547, 0.00463, 0.00463, 0.00463]"
FB0070,2026-05-02T16:54:47Z,USER007,H013,Table View,Cape Town,4,Community Chat,Messages are easy to send but the conversation becomes cluttered and a pinned update feature would help. Please add pinned messages for verified safety information.,Mobile Web,reviewed,mock,messages easy send conversation becomes cluttered pinned update feature help add pinned messages verified safety information,16,topic_2,0.772891,"[0.202017, 0.772891, 0.003585, 0.003584, 0.003585, 0.003584, 0.003585, 0.003584, 0.003585]"
FB0071,2026-05-02T23:29:12Z,USER124,H005,Sea Point,Cape Town,2,Incident Reporting,The form cleared my description before the report was sent during a stressful situation. The form should require fewer actions for urgent reports. This area mainly receives vehicle theft warnings.,Web,resolved,mock,form cleared description report sent stressful situation form require fewer actions urgent reports vehicle theft warnings,16,topic_1,0.598079,"[0.598079, 0.003584, 0.003585, 0.003585, 0.003586, 0.003584, 0.003585, 0.003584, 0.376828]"
FB0072,2026-05-03T01:30:14Z,USER092,H009,Fourways,Gauteng,3,Community Chat,The community chat is useful but important messages get buried without requiring a separate messaging application. Basic moderation and message reporting would improve the group.,Web,new,mock,community chat useful important messages get buried without requiring separate messaging application basic moderation message reporting group,17,topic_2,0.973854,"[0.003268, 0.973854, 0.003268, 0.003268, 0.003268, 0.003268, 0.003269, 0.003268, 0.003268]"
FB0073,2026-05-03T13:39:53Z,USER076,H012,Menlo Park,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby while keeping the community informed. Please continue improving the alert details.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby keeping community informed continue improving alert details,14,topic_5,0.968252,"[0.003969, 0.003969, 0.003969, 0.003968, 0.968252, 0.003968, 0.003969, 0.003969, 0.003968]"
FB0074,2026-05-05T06:57:10Z,USER096,H004,Newlands,Cape Town,2,Incident Reporting,The incident form takes too many steps to complete despite having a stable internet connection. A clear confirmation screen would make reporting easier.,Mobile Web,reviewed,mock,incident form takes many steps complete despite stable internet connection clear confirmation screen reporting easier,15,topic_4,0.970367,"[0.003706, 0.003704, 0.003704, 0.970367, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0075,2026-05-05T16:05:34Z,USER013,H008,Claremont,Cape Town,4,Community Chat,It is difficult to distinguish verified updates from general discussion and a pinned update feature would help. Basic moderation and message reporting would improve the group.,iOS,resolved,mock,difficult distinguish verified updates general discussion pinned update feature help basic moderation message reporting group,15,topic_2,0.724827,"[0.21358, 0.724827, 0.003704, 0.03937, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0076,2026-05-05T20:09:55Z,USER158,H009,Fourways,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion without requiring a separate messaging application. Please add pinned messages for verified safety information. This area mainly receives vehicle theft warnings.,iOS,reviewed,mock,difficult distinguish verified updates general discussion without requiring separate messaging application add pinned messages verified safety information vehicle theft warnings,20,topic_2,0.977203,"[0.00285, 0.977203, 0.002849, 0.002849, 0.00285, 0.002849, 0.00285, 0.002849, 0.00285]"
FB0077,2026-05-06T04:27:32Z,USER063,H009,Fourways,Gauteng,2,Privacy and Trust,The application should explain how location information is stored to build trust among community members. Users should be able to remove their own stored information.,Android,new,mock,application explain location information stored build trust among community members users able remove stored information,15,topic_7,0.970367,"[0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.970367, 0.003704, 0.003706]"
FB0078,2026-05-06T06:00:34Z,USER097,H010,Bedfordview,Gauteng,4,Positive Experience,The location-based warnings are relevant and easy to understand without requiring technical knowledge. Please continue improving the alert details.,iOS,reviewed,mock,location based warnings relevant easy understand without requiring technical knowledge continue improving alert details,14,topic_5,0.680144,"[0.003969, 0.003969, 0.003968, 0.003968, 0.680144, 0.003969, 0.003968, 0.292076, 0.003968]"
FB0079,2026-05-06T07:50:19Z,USER058,H003,Bryanston,Gauteng,4,Positive Experience,Community alerts made it easier to avoid an affected route without requiring technical knowledge. I would recommend this feature to other neighbourhood groups. This area mainly receives home invasion warnings.,Mobile Web,new,mock,community alerts made easier avoid affected route without requiring technical knowledge recommend feature neighbourhood groups home invasion warnings,18,topic_3,0.358359,"[0.003087, 0.003087, 0.358359, 0.003088, 0.352136, 0.003087, 0.003087, 0.238227, 0.035843]"
FB0080,2026-05-06T20:19:44Z,USER140,H011,Waterkloof Ridge,Gauteng,3,Application Performance,Messages occasionally appear only after I refresh the browser even though other websites work correctly. A lightweight mobile mode would make the service more accessible. This area mainly receives home invasion warnings.,Web,resolved,mock,messages occasionally appear refresh browser even though websites work correctly lightweight mobile mode service accessible home invasion warnings,18,topic_4,0.975307,"[0.003087, 0.003087, 0.003087, 0.975307, 0.003087, 0.003087, 0.003087, 0.003087, 0.003087]"
FB0081,2026-05-07T13:55:22Z,USER138,H006,Cape Town City Centre,Cape Town,5,Positive Experience,The incident report was simple to submit and appeared quickly during a situation that could have caused confusion. I would recommend this feature to other neighbourhood groups.,iOS,reviewed,mock,incident report simple submit appeared quickly situation caused confusion recommend feature neighbourhood groups,13,topic_5,0.633825,"[0.004274, 0.004274, 0.336258, 0.004274, 0.633825, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0082,2026-05-07T14:20:44Z,USER037,H004,Newlands,Cape Town,1,Safety Alerts,The notification was delayed and lacked a clear incident time when residents needed immediate information. Critical warnings should be prioritised over ordinary updates.,iOS,reviewed,mock,notification delayed lacked clear incident time residents needed immediate information critical warnings prioritised ordinary updates,15,topic_3,0.970366,"[0.003705, 0.003704, 0.970366, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0083,2026-05-07T19:17:28Z,USER132,H011,Waterkloof Ridge,Gauteng,2,Location Accuracy,The alert location was missing a useful landmark when accurate directions were particularly important. Please improve address validation before publishing an incident.,Web,new,mock,alert location missing useful landmark accurate directions particularly important address validation publishing incident,13,topic_6,0.965810,"[0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.96581, 0.004274, 0.004274, 0.004274]"
FB0084,2026-05-07T19:39:31Z,USER123,H005,Sea Point,Cape Town,3,Incident Reporting,The form cleared my description before the report was sent when I needed to submit details quickly. Please save unfinished reports automatically.,iOS,reviewed,mock,form cleared description report sent needed submit details quickly save unfinished reports automatically,13,topic_1,0.585329,"[0.585329, 0.004274, 0.004274, 0.004274, 0.004275, 0.004274, 0.004274, 0.004274, 0.384754]"
FB0085,2026-05-07T21:03:00Z,USER109,H012,Menlo Park,Gauteng,2,Safety Alerts,Several alerts appeared together instead of arriving in real time while people were still travelling home. A delivery timestamp would help residents judge whether an alert is current.,iOS,resolved,mock,several alerts appeared together instead arriving real time people still travelling home delivery timestamp help residents judge whether alert current,20,topic_3,0.977775,"[0.00278, 0.002778, 0.977775, 0.002778, 0.002778, 0.002778, 0.002778, 0.002778, 0.002778]"
FB0086,2026-05-07T21:21:41Z,USER038,H012,Menlo Park,Gauteng,4,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Verified roles and clear retention rules would improve trust. This area mainly receives vehicle theft warnings.,iOS,resolved,mock,application explain location information stored users share sensitive safety information verified roles clear retention rules trust vehicle theft warnings,19,topic_7,0.976602,"[0.002925, 0.002925, 0.002925, 0.002924, 0.002925, 0.002924, 0.976602, 0.002924, 0.002926]"
FB0087,2026-05-08T04:09:51Z,USER085,H008,Claremont,Cape Town,2,Location Accuracy,A nearby incident was assigned to the wrong community and residents could not tell how close it was. Allow reporters to adjust the pin before submitting.,Android,resolved,mock,nearby incident assigned wrong community residents tell close allow reporters adjust pin submitting,13,topic_6,0.649493,"[0.004274, 0.004274, 0.004274, 0.004274, 0.279121, 0.649493, 0.004274, 0.004274, 0.045743]"
FB0088,2026-05-08T06:11:00Z,USER085,H005,Sea Point,Cape Town,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. Please save unfinished reports automatically.,Web,reviewed,mock,form cleared description report sent repeat process save unfinished reports automatically,11,topic_9,0.482947,"[0.481699, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.482947]"
FB0089,2026-05-08T18:16:42Z,USER150,H008,Claremont,Cape Town,4,Community Chat,The private group feature makes neighbourhood coordination easier although moderation controls are still needed. Basic moderation and message reporting would improve the group.,Mobile Web,reviewed,mock,private group feature makes neighbourhood coordination easier although moderation controls still needed basic moderation message reporting group,17,topic_2,0.615119,"[0.003367, 0.615119, 0.003368, 0.361308, 0.003367, 0.003367, 0.003367, 0.003367, 0.003368]"
FB0090,2026-05-08T18:56:06Z,USER138,H002,Somerset West,Cape Town,3,Incident Reporting,The form cleared my description before the report was sent despite having a stable internet connection. A clear confirmation screen would make reporting easier.,iOS,resolved,mock,form cleared description report sent despite stable internet connection clear confirmation screen reporting easier,14,topic_4,0.635002,"[0.004118, 0.004115, 0.004115, 0.635002, 0.004116, 0.004115, 0.004115, 0.004115, 0.336188]"
FB0091,2026-05-09T12:35:09Z,USER006,H002,Somerset West,Cape Town,3,Application Performance,The application uses too much mobile data when loading message history on a normal mobile connection. Older messages should load only when requested.,Android,new,mock,application uses much mobile data loading message history normal mobile connection older messages load requested,15,topic_4,0.970369,"[0.003704, 0.003704, 0.003704, 0.970369, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0092,2026-05-09T20:38:46Z,USER143,H005,Sea Point,Cape Town,5,Positive Experience,The location-based warnings are relevant and easy to understand while keeping the community informed. Please continue improving the alert details.,Mobile Web,resolved,mock,location based warnings relevant easy understand keeping community informed continue improving alert details,13,topic_5,0.965810,"[0.004274, 0.004274, 0.004274, 0.004274, 0.96581, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0093,2026-05-09T23:32:12Z,USER154,H011,Waterkloof Ridge,Gauteng,4,Privacy and Trust,It is unclear how long submitted feedback and reports are retained to build trust among community members. Please add a simple privacy notice near the submission form.,Android,reviewed,mock,unclear long submitted feedback reports retained build trust among community members add simple privacy notice near submission form,18,topic_9,0.975308,"[0.003087, 0.003087, 0.003086, 0.003086, 0.003087, 0.003086, 0.003087, 0.003086, 0.975308]"
FB0094,2026-05-10T13:23:18Z,USER124,H003,Bryanston,Gauteng,3,Location Accuracy,The map placed the reported incident on the wrong street and residents could not tell how close it was. Please improve address validation before publishing an incident.,Mobile Web,new,mock,map placed reported incident wrong street residents tell close address validation publishing incident,13,topic_6,0.964443,"[0.004445, 0.004445, 0.004445, 0.004444, 0.004445, 0.964443, 0.004444, 0.004444, 0.004445]"
FB0095,2026-05-11T08:01:12Z,USER171,H004,Newlands,Cape Town,3,Community Chat,The private group feature makes neighbourhood coordination easier without requiring a separate messaging application. Basic moderation and message reporting would improve the group.,Mobile Web,reviewed,mock,private group feature makes neighbourhood coordination easier without requiring separate messaging application basic moderation message reporting group,17,topic_2,0.619622,"[0.003268, 0.619622, 0.003269, 0.357498, 0.003268, 0.003268, 0.003268, 0.003269, 0.003269]"
FB0096,2026-05-11T09:50:16Z,USER053,H014,Centurion Central,Gauteng,2,Application Performance,The page sometimes disconnects and takes too long to reconnect even though other websites work correctly. A lightweight mobile mode would make the service more accessible. This area mainly receives vehicle theft warnings.,Android,reviewed,mock,page sometimes disconnects takes long reconnect even though websites work correctly lightweight mobile mode service accessible vehicle theft warnings,19,topic_4,0.557441,"[0.003004, 0.003003, 0.003003, 0.557441, 0.003005, 0.003003, 0.003004, 0.003003, 0.421534]"
FB0097,2026-05-11T13:04:59Z,USER053,H013,Table View,Cape Town,5,Positive Experience,The location-based warnings are relevant and easy to understand without requiring technical knowledge. A weekly safety summary would make the service even more useful.,Mobile Web,new,mock,location based warnings relevant easy understand without requiring technical knowledge weekly safety summary service even useful,16,topic_5,0.385829,"[0.003473, 0.003473, 0.003472, 0.003473, 0.385829, 0.003473, 0.322995, 0.270341, 0.003472]"
FB0098,2026-05-11T13:31:25Z,USER154,H010,Bedfordview,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully when I needed to submit details quickly. The form should require fewer actions for urgent reports.,Web,resolved,mock,unsure whether report submitted successfully needed submit details quickly form require fewer actions urgent reports,15,topic_1,0.969346,"[0.969346, 0.003832, 0.003832, 0.003831, 0.003833, 0.003831, 0.003831, 0.003831, 0.003832]"
FB0099,2026-05-11T16:07:52Z,USER127,H006,Cape Town City Centre,Cape Town,4,Community Chat,The community chat is useful but important messages get buried without requiring a separate messaging application. Please add pinned messages for verified safety information.,iOS,reviewed,mock,community chat useful important messages get buried without requiring separate messaging application add pinned messages verified safety information,18,topic_2,0.975305,"[0.003087, 0.975305, 0.003087, 0.003087, 0.003087, 0.003087, 0.003088, 0.003087, 0.003087]"
FB0100,2026-05-12T02:07:33Z,USER070,H012,Menlo Park,Gauteng,3,Incident Reporting,I was unsure whether my report had been submitted successfully during a stressful situation. Please save unfinished reports automatically.,Android,reviewed,mock,unsure whether report submitted successfully stressful situation save unfinished reports automatically,11,topic_1,0.959595,"[0.959595, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051, 0.005051]"
FB0101,2026-05-13T12:14:41Z,USER023,H013,Table View,Cape Town,4,Privacy and Trust,It is unclear how long submitted feedback and reports are retained because reports may contain personal details. Users should be able to remove their own stored information.,Web,reviewed,mock,unclear long submitted feedback reports retained reports may contain personal details users able remove stored information,16,topic_9,0.717541,"[0.003473, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.258153, 0.003472, 0.717541]"
FB0102,2026-05-14T03:57:32Z,USER055,H010,Bedfordview,Gauteng,2,Location Accuracy,The map placed the reported incident on the wrong street when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Android,reviewed,mock,map placed reported incident wrong street accurate directions particularly important showing street nearest landmark accuracy,15,topic_6,0.970370,"[0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.97037, 0.003704, 0.003704, 0.003704]"
FB0103,2026-05-14T05:21:47Z,USER148,H011,Waterkloof Ridge,Gauteng,3,Incident Reporting,I was unsure whether my report had been submitted successfully during a stressful situation. The form should require fewer actions for urgent reports.,Android,reviewed,mock,unsure whether report submitted successfully stressful situation form require fewer actions urgent reports,13,topic_1,0.965811,"[0.965811, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0104,2026-05-14T14:10:01Z,USER102,H014,Centurion Central,Gauteng,1,Safety Alerts,The safety alert arrived long after the incident was reported especially during evening hours. A delivery timestamp would help residents judge whether an alert is current.,Mobile Web,reviewed,mock,safety alert arrived long incident reported especially evening hours delivery timestamp help residents judge whether alert current,17,topic_1,0.973853,"[0.973853, 0.003268, 0.00327, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268]"
FB0105,2026-05-15T00:11:14Z,USER143,H011,Waterkloof Ridge,Gauteng,2,Privacy and Trust,Residents need confidence that private group messages remain private before users share sensitive safety information. Users should be able to remove their own stored information. This area mainly receives home invasion warnings.,Android,reviewed,mock,residents need confidence private group messages remain private users share sensitive safety information users able remove stored information home invasion warnings,21,topic_7,0.498369,"[0.002711, 0.002711, 0.002711, 0.002712, 0.00271, 0.002711, 0.498369, 0.002711, 0.482656]"
FB0106,2026-05-16T10:34:50Z,USER148,H003,Bryanston,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion although moderation controls are still needed. Verified security updates should be visually distinct.,iOS,resolved,mock,difficult distinguish verified updates general discussion although moderation controls still needed verified security updates visually distinct,16,topic_2,0.972222,"[0.003472, 0.972222, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472]"
FB0107,2026-05-16T19:23:43Z,USER074,H009,Fourways,Gauteng,4,Privacy and Trust,It is unclear how long submitted feedback and reports are retained to build trust among community members. Verified roles and clear retention rules would improve trust. This area mainly receives vehicle theft warnings.,Android,resolved,mock,unclear long submitted feedback reports retained build trust among community members verified roles clear retention rules trust vehicle theft warnings,20,topic_9,0.977775,"[0.002778, 0.002778, 0.002778, 0.002778, 0.002779, 0.002778, 0.002779, 0.002778, 0.977775]"
FB0108,2026-05-17T04:57:53Z,USER103,H013,Table View,Cape Town,2,Incident Reporting,Adding a location while reporting was difficult on my phone during a stressful situation. A clear confirmation screen would make reporting easier. This area mainly receives home invasion warnings.,Mobile Web,reviewed,mock,adding location reporting difficult phone stressful situation clear confirmation screen reporting easier home invasion warnings,15,topic_4,0.648366,"[0.003705, 0.003704, 0.003704, 0.648366, 0.003704, 0.325704, 0.003704, 0.003704, 0.003704]"
FB0109,2026-05-18T03:39:22Z,USER074,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,The alert location was missing a useful landmark when accurate directions were particularly important. Allow reporters to adjust the pin before submitting.,Web,new,mock,alert location missing useful landmark accurate directions particularly important allow reporters adjust pin submitting,14,topic_6,0.968253,"[0.003969, 0.003968, 0.003968, 0.003968, 0.003969, 0.968253, 0.003969, 0.003968, 0.003968]"
FB0110,2026-05-19T10:21:45Z,USER051,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,A nearby incident was assigned to the wrong community causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident.,Mobile Web,reviewed,mock,nearby incident assigned wrong community causing unnecessary concern another neighbourhood address validation publishing incident,14,topic_6,0.630367,"[0.003968, 0.003968, 0.003969, 0.003968, 0.341854, 0.630367, 0.003969, 0.003968, 0.003968]"
FB0111,2026-05-19T18:46:08Z,USER091,H008,Claremont,Cape Town,2,Location Accuracy,A nearby incident was assigned to the wrong community and residents could not tell how close it was. Showing both the street and nearest landmark would improve accuracy. This area mainly receives home invasion warnings.,iOS,reviewed,mock,nearby incident assigned wrong community residents tell close showing street nearest landmark accuracy home invasion warnings,16,topic_6,0.675916,"[0.003585, 0.003585, 0.003586, 0.003586, 0.254278, 0.675916, 0.003585, 0.003585, 0.048295]"
FB0112,2026-05-21T05:28:40Z,USER177,H006,Cape Town City Centre,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand during a situation that could have caused confusion. Please continue improving the alert details. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,location based warnings relevant easy understand situation caused confusion continue improving alert details vehicle theft warnings,16,topic_5,0.939451,"[0.003473, 0.003472, 0.003475, 0.003472, 0.939451, 0.003472, 0.03624, 0.003472, 0.003472]"
FB0113,2026-05-21T22:48:39Z,USER152,H008,Claremont,Cape Town,2,Incident Reporting,I was unsure whether my report had been submitted successfully when I needed to submit details quickly. Please save unfinished reports automatically.,Android,reviewed,mock,unsure whether report submitted successfully needed submit details quickly save unfinished reports automatically,13,topic_1,0.965809,"[0.965809, 0.004274, 0.004274, 0.004274, 0.004275, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0114,2026-05-22T05:58:04Z,USER085,H008,Claremont,Cape Town,2,Application Performance,The interface becomes unresponsive after several alerts arrive during periods of heavy community activity. A lightweight mobile mode would make the service more accessible.,Mobile Web,reviewed,mock,interface becomes unresponsive several alerts arrive periods heavy community activity lightweight mobile mode service accessible,15,topic_8,0.383012,"[0.003704, 0.315189, 0.003705, 0.279573, 0.003705, 0.003704, 0.003704, 0.383012, 0.003704]"
FB0115,2026-05-22T07:58:32Z,USER066,H002,Somerset West,Cape Town,2,Location Accuracy,The location pin was too broad to identify the affected area causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy.,Android,new,mock,location pin broad identify affected causing unnecessary concern another neighbourhood showing street nearest landmark accuracy,15,topic_6,0.698787,"[0.003704, 0.003704, 0.003704, 0.003704, 0.275286, 0.698787, 0.003704, 0.003704, 0.003704]"
FB0116,2026-05-22T10:46:23Z,USER072,H013,Table View,Cape Town,1,Application Performance,The page sometimes disconnects and takes too long to reconnect even though other websites work correctly. A lightweight mobile mode would make the service more accessible.,iOS,reviewed,mock,page sometimes disconnects takes long reconnect even though websites work correctly lightweight mobile mode service accessible,16,topic_4,0.624435,"[0.003472, 0.003472, 0.003472, 0.624435, 0.003472, 0.003472, 0.003472, 0.003472, 0.351258]"
FB0117,2026-05-22T17:03:33Z,USER006,H003,Bryanston,Gauteng,1,Safety Alerts,Several alerts appeared together instead of arriving in real time while people were still travelling home. Please make urgent notifications faster and more reliable. This area mainly receives home invasion warnings.,iOS,reviewed,mock,several alerts appeared together instead arriving real time people still travelling home urgent notifications faster reliable home invasion warnings,19,topic_3,0.976606,"[0.002925, 0.002924, 0.976606, 0.002925, 0.002924, 0.002924, 0.002924, 0.002924, 0.002924]"
FB0118,2026-05-22T20:23:53Z,USER062,H013,Table View,Cape Town,5,Positive Experience,The incident report was simple to submit and appeared quickly without requiring technical knowledge. Please continue improving the alert details.,iOS,new,mock,incident report simple submit appeared quickly without requiring technical knowledge continue improving alert details,14,topic_5,0.646824,"[0.003969, 0.003969, 0.003969, 0.003968, 0.646824, 0.003969, 0.003968, 0.325396, 0.003969]"
FB0119,2026-05-22T21:37:46Z,USER160,H013,Table View,Cape Town,3,Location Accuracy,The location pin was too broad to identify the affected area which made the warning confusing. Please improve address validation before publishing an incident.,Mobile Web,reviewed,mock,location pin broad identify affected made warning confusing address validation publishing incident,12,topic_5,0.629038,"[0.00463, 0.00463, 0.00463, 0.00463, 0.629038, 0.338554, 0.00463, 0.00463, 0.00463]"
FB0120,2026-05-22T23:06:45Z,USER152,H001,Rondebosch,Cape Town,3,Incident Reporting,Adding a location while reporting was difficult on my phone during a stressful situation. The form should require fewer actions for urgent reports.,iOS,reviewed,mock,adding location reporting difficult phone stressful situation form require fewer actions urgent reports,13,topic_1,0.619659,"[0.619659, 0.004274, 0.004274, 0.004274, 0.004274, 0.350424, 0.004274, 0.004274, 0.004274]"
FB0121,2026-05-23T00:46:26Z,USER108,H007,Garsfontein,Gauteng,3,Location Accuracy,The street name and map marker did not match and residents could not tell how close it was. Please improve address validation before publishing an incident.,Mobile Web,new,mock,street name map marker match residents tell close address validation publishing incident,12,topic_6,0.961352,"[0.004831, 0.004831, 0.004831, 0.004831, 0.004831, 0.961352, 0.004831, 0.004831, 0.004831]"
FB0122,2026-05-23T14:41:25Z,USER046,H014,Centurion Central,Gauteng,2,Location Accuracy,A nearby incident was assigned to the wrong community causing unnecessary concern in another neighbourhood. Allow reporters to adjust the pin before submitting.,iOS,reviewed,mock,nearby incident assigned wrong community causing unnecessary concern another neighbourhood allow reporters adjust pin submitting,15,topic_6,0.663558,"[0.003704, 0.003704, 0.003704, 0.003704, 0.310515, 0.663558, 0.003704, 0.003704, 0.003704]"
FB0123,2026-05-23T16:22:24Z,USER111,H008,Claremont,Cape Town,2,Safety Alerts,Several alerts appeared together instead of arriving in real time when residents needed immediate information. Critical warnings should be prioritised over ordinary updates.,Android,reviewed,mock,several alerts appeared together instead arriving real time residents needed immediate information critical warnings prioritised ordinary updates,17,topic_3,0.973854,"[0.003269, 0.003269, 0.973854, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268]"
FB0124,2026-05-23T23:15:13Z,USER044,H002,Somerset West,Cape Town,2,Location Accuracy,The street name and map marker did not match causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,street name map marker match causing unnecessary concern another neighbourhood address validation publishing incident home invasion warnings,17,topic_6,0.906004,"[0.003269, 0.003268, 0.003269, 0.003269, 0.071116, 0.906004, 0.003268, 0.003268, 0.003269]"
FB0125,2026-05-24T05:05:12Z,USER116,H014,Centurion Central,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification to build trust among community members. Users should be able to remove their own stored information.,Web,reviewed,mock,security staff accounts visible verification build trust among community members users able remove stored information,15,topic_7,0.969345,"[0.003831, 0.003832, 0.003831, 0.003831, 0.003832, 0.003831, 0.969345, 0.003831, 0.003834]"
FB0126,2026-05-24T05:56:55Z,USER096,H005,Sea Point,Cape Town,3,Application Performance,The application loads slowly when opening a busy community group even though other websites work correctly. Older messages should load only when requested. This area mainly receives vehicle theft warnings.,Mobile Web,new,mock,application loads slowly opening busy community group even though websites work correctly older messages load requested vehicle theft warnings,19,topic_7,0.518011,"[0.002925, 0.002925, 0.002924, 0.461516, 0.002926, 0.002924, 0.518011, 0.002924, 0.002925]"
FB0127,2026-05-24T15:05:41Z,USER134,H013,Table View,Cape Town,1,Location Accuracy,The alert location was missing a useful landmark when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Android,new,mock,alert location missing useful landmark accurate directions particularly important showing street nearest landmark accuracy,14,topic_6,0.968253,"[0.003969, 0.003968, 0.003968, 0.003968, 0.003969, 0.968253, 0.003969, 0.003968, 0.003968]"
FB0128,2026-05-25T02:11:26Z,USER084,H004,Newlands,Cape Town,3,Incident Reporting,I was unsure whether my report had been submitted successfully despite having a stable internet connection. A clear confirmation screen would make reporting easier.,Android,reviewed,mock,unsure whether report submitted successfully despite stable internet connection clear confirmation screen reporting easier,14,topic_1,0.558418,"[0.558418, 0.003968, 0.003968, 0.413803, 0.003968, 0.003968, 0.003968, 0.003968, 0.003969]"
FB0129,2026-05-25T06:35:17Z,USER179,H012,Menlo Park,Gauteng,1,Application Performance,The application uses too much mobile data when loading message history on a normal mobile connection. Please improve loading speed and automatic reconnection. This area mainly receives vehicle theft warnings.,Web,reviewed,mock,application uses much mobile data loading message history normal mobile connection loading speed automatic reconnection vehicle theft warnings,18,topic_4,0.608789,"[0.003176, 0.003176, 0.003175, 0.608789, 0.11401, 0.003175, 0.044202, 0.217122, 0.003176]"
FB0130,2026-05-25T10:09:19Z,USER173,H009,Fourways,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group during periods of heavy community activity. Older messages should load only when requested.,Web,resolved,mock,application loads slowly opening busy community group periods heavy community activity older messages load requested,15,topic_7,0.415777,"[0.003704, 0.342233, 0.003704, 0.219766, 0.003704, 0.003704, 0.415777, 0.003704, 0.003704]"
FB0131,2026-05-25T15:05:58Z,USER002,H001,Rondebosch,Cape Town,4,Community Chat,The community chat is useful but important messages get buried although moderation controls are still needed. Please add pinned messages for verified safety information.,iOS,reviewed,mock,community chat useful important messages get buried although moderation controls still needed add pinned messages verified safety information,18,topic_2,0.974600,"[0.003175, 0.9746, 0.003175, 0.003175, 0.003175, 0.003175, 0.003176, 0.003175, 0.003175]"
