feedback_id,submitted_at,user_id,hotspot_id,location,metro,rating,category,feedback_text,platform,status,source,cleaned_text,token_count
FB0097,2026-05-11T13:04:59Z,USER053,H013,Table View,Cape Town,5,Positive Experience,The location-based warnings are relevant and easy to understand without requiring technical knowledge. A weekly safety summary would make the service even more useful.,Mobile Web,new,mock,location based warnings relevant easy understand without requiring technical knowledge weekly safety summary service even useful,16
FB0098,2026-05-11T13:31:25Z,USER154,H010,Bedfordview,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully when I needed to submit details quickly. The form should require fewer actions for urgent reports.,Web,resolved,mock,unsure whether report submitted successfully needed submit details quickly form require fewer actions urgent reports,15
FB0099,2026-05-11T16:07:52Z,USER127,H006,Cape Town City Centre,Cape Town,4,Community Chat,The community chat is useful but important messages get buried without requiring a separate messaging application. Please add pinned messages for verified safety information.,iOS,reviewed,mock,community chat useful important messages get buried without requiring separate messaging application add pinned messages verified safety information,18
FB0100,2026-05-12T02:07:33Z,USER070,H012,Menlo Park,Gauteng,3,Incident Reporting,I was unsure whether my report had been submitted successfully during a stressful situation. Please save unfinished reports automatically.,Android,reviewed,mock,unsure whether report submitted successfully stressful situation save unfinished reports automatically,11
FB0101,2026-05-13T12:14:41Z,USER023,H013,Table View,Cape Town,4,Privacy and Trust,It is unclear how long submitted feedback and reports are retained because reports may contain personal details. Users should be able to remove their own stored information.,Web,reviewed,mock,unclear long submitted feedback reports retained reports may contain personal details users able remove stored information,16
FB0102,2026-05-14T03:57:32Z,USER055,H010,Bedfordview,Gauteng,2,Location Accuracy,The map placed the reported incident on the wrong street when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Android,reviewed,mock,map placed reported incident wrong street accurate directions particularly important showing street nearest landmark accuracy,15
FB0103,2026-05-14T05:21:47Z,USER148,H011,Waterkloof Ridge,Gauteng,3,Incident Reporting,I was unsure whether my report had been submitted successfully during a stressful situation. The form should require fewer actions for urgent reports.,Android,reviewed,mock,unsure whether report submitted successfully stressful situation form require fewer actions urgent reports,13
FB0104,2026-05-14T14:10:01Z,USER102,H014,Centurion Central,Gauteng,1,Safety Alerts,The safety alert arrived long after the incident was reported especially during evening hours. A delivery timestamp would help residents judge whether an alert is current.,Mobile Web,reviewed,mock,safety alert arrived long incident reported especially evening hours delivery timestamp help residents judge whether alert current,17
FB0105,2026-05-15T00:11:14Z,USER143,H011,Waterkloof Ridge,Gauteng,2,Privacy and Trust,Residents need confidence that private group messages remain private before users share sensitive safety information. Users should be able to remove their own stored information. This area mainly receives home invasion warnings.,Android,reviewed,mock,residents need confidence private group messages remain private users share sensitive safety information users able remove stored information home invasion warnings,21
FB0106,2026-05-16T10:34:50Z,USER148,H003,Bryanston,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion although moderation controls are still needed. Verified security updates should be visually distinct.,iOS,resolved,mock,difficult distinguish verified updates general discussion although moderation controls still needed verified security updates visually distinct,16
FB0107,2026-05-16T19:23:43Z,USER074,H009,Fourways,Gauteng,4,Privacy and Trust,It is unclear how long submitted feedback and reports are retained to build trust among community members. Verified roles and clear retention rules would improve trust. This area mainly receives vehicle theft warnings.,Android,resolved,mock,unclear long submitted feedback reports retained build trust among community members verified roles clear retention rules trust vehicle theft warnings,20
FB0108,2026-05-17T04:57:53Z,USER103,H013,Table View,Cape Town,2,Incident Reporting,Adding a location while reporting was difficult on my phone during a stressful situation. A clear confirmation screen would make reporting easier. This area mainly receives home invasion warnings.,Mobile Web,reviewed,mock,adding location reporting difficult phone stressful situation clear confirmation screen reporting easier home invasion warnings,15
FB0109,2026-05-18T03:39:22Z,USER074,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,The alert location was missing a useful landmark when accurate directions were particularly important. Allow reporters to adjust the pin before submitting.,Web,new,mock,alert location missing useful landmark accurate directions particularly important allow reporters adjust pin submitting,14
FB0110,2026-05-19T10:21:45Z,USER051,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,A nearby incident was assigned to the wrong community causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident.,Mobile Web,reviewed,mock,nearby incident assigned wrong community causing unnecessary concern another neighbourhood address validation publishing incident,14
FB0111,2026-05-19T18:46:08Z,USER091,H008,Claremont,Cape Town,2,Location Accuracy,A nearby incident was assigned to the wrong community and residents could not tell how close it was. Showing both the street and nearest landmark would improve accuracy. This area mainly receives home invasion warnings.,iOS,reviewed,mock,nearby incident assigned wrong community residents tell close showing street nearest landmark accuracy home invasion warnings,16
FB0112,2026-05-21T05:28:40Z,USER177,H006,Cape Town City Centre,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand during a situation that could have caused confusion. Please continue improving the alert details. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,location based warnings relevant easy understand situation caused confusion continue improving alert details vehicle theft warnings,16
FB0113,2026-05-21T22:48:39Z,USER152,H008,Claremont,Cape Town,2,Incident Reporting,I was unsure whether my report had been submitted successfully when I needed to submit details quickly. Please save unfinished reports automatically.,Android,reviewed,mock,unsure whether report submitted successfully needed submit details quickly save unfinished reports automatically,13
FB0114,2026-05-22T05:58:04Z,USER085,H008,Claremont,Cape Town,2,Application Performance,The interface becomes unresponsive after several alerts arrive during periods of heavy community activity. A lightweight mobile mode would make the service more accessible.,Mobile Web,reviewed,mock,interface becomes unresponsive several alerts arrive periods heavy community activity lightweight mobile mode service accessible,15
FB0115,2026-05-22T07:58:32Z,USER066,H002,Somerset West,Cape Town,2,Location Accuracy,The location pin was too broad to identify the affected area causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy.,Android,new,mock,location pin broad identify affected causing unnecessary concern another neighbourhood showing street nearest landmark accuracy,15
FB0116,2026-05-22T10:46:23Z,USER072,H013,Table View,Cape Town,1,Application Performance,The page sometimes disconnects and takes too long to reconnect even though other websites work correctly. A lightweight mobile mode would make the service more accessible.,iOS,reviewed,mock,page sometimes disconnects takes long reconnect even though websites work correctly lightweight mobile mode service accessible,16
FB0117,2026-05-22T17:03:33Z,USER006,H003,Bryanston,Gauteng,1,Safety Alerts,Several alerts appeared together instead of arriving in real time while people were still travelling home. Please make urgent notifications faster and more reliable. This area mainly receives home invasion warnings.,iOS,reviewed,mock,several alerts appeared together instead arriving real time people still travelling home urgent notifications faster reliable home invasion warnings,19
FB0118,2026-05-22T20:23:53Z,USER062,H013,Table View,Cape Town,5,Positive Experience,The incident report was simple to submit and appeared quickly without requiring technical knowledge. Please continue improving the alert details.,iOS,new,mock,incident report simple submit appeared quickly without requiring technical knowledge continue improving alert details,14
FB0119,2026-05-22T21:37:46Z,USER160,H013,Table View,Cape Town,3,Location Accuracy,The location pin was too broad to identify the affected area which made the warning confusing. Please improve address validation before publishing an incident.,Mobile Web,reviewed,mock,location pin broad identify affected made warning confusing address validation publishing incident,12
FB0120,2026-05-22T23:06:45Z,USER152,H001,Rondebosch,Cape Town,3,Incident Reporting,Adding a location while reporting was difficult on my phone during a stressful situation. The form should require fewer actions for urgent reports.,iOS,reviewed,mock,adding location reporting difficult phone stressful situation form require fewer actions urgent reports,13
FB0121,2026-05-23T00:46:26Z,USER108,H007,Garsfontein,Gauteng,3,Location Accuracy,The street name and map marker did not match and residents could not tell how close it was. Please improve address validation before publishing an incident.,Mobile Web,new,mock,street name map marker match residents tell close address validation publishing incident,12
FB0122,2026-05-23T14:41:25Z,USER046,H014,Centurion Central,Gauteng,2,Location Accuracy,A nearby incident was assigned to the wrong community causing unnecessary concern in another neighbourhood. Allow reporters to adjust the pin before submitting.,iOS,reviewed,mock,nearby incident assigned wrong community causing unnecessary concern another neighbourhood allow reporters adjust pin submitting,15
FB0123,2026-05-23T16:22:24Z,USER111,H008,Claremont,Cape Town,2,Safety Alerts,Several alerts appeared together instead of arriving in real time when residents needed immediate information. Critical warnings should be prioritised over ordinary updates.,Android,reviewed,mock,several alerts appeared together instead arriving real time residents needed immediate information critical warnings prioritised ordinary updates,17
FB0124,2026-05-23T23:15:13Z,USER044,H002,Somerset West,Cape Town,2,Location Accuracy,The street name and map marker did not match causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,street name map marker match causing unnecessary concern another neighbourhood address validation publishing incident home invasion warnings,17
FB0125,2026-05-24T05:05:12Z,USER116,H014,Centurion Central,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification to build trust among community members. Users should be able to remove their own stored information.,Web,reviewed,mock,security staff accounts visible verification build trust among community members users able remove stored information,15
FB0126,2026-05-24T05:56:55Z,USER096,H005,Sea Point,Cape Town,3,Application Performance,The application loads slowly when opening a busy community group even though other websites work correctly. Older messages should load only when requested. This area mainly receives vehicle theft warnings.,Mobile Web,new,mock,application loads slowly opening busy community group even though websites work correctly older messages load requested vehicle theft warnings,19
FB0127,2026-05-24T15:05:41Z,USER134,H013,Table View,Cape Town,1,Location Accuracy,The alert location was missing a useful landmark when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Android,new,mock,alert location missing useful landmark accurate directions particularly important showing street nearest landmark accuracy,14
FB0128,2026-05-25T02:11:26Z,USER084,H004,Newlands,Cape Town,3,Incident Reporting,I was unsure whether my report had been submitted successfully despite having a stable internet connection. A clear confirmation screen would make reporting easier.,Android,reviewed,mock,unsure whether report submitted successfully despite stable internet connection clear confirmation screen reporting easier,14
FB0129,2026-05-25T06:35:17Z,USER179,H012,Menlo Park,Gauteng,1,Application Performance,The application uses too much mobile data when loading message history on a normal mobile connection. Please improve loading speed and automatic reconnection. This area mainly receives vehicle theft warnings.,Web,reviewed,mock,application uses much mobile data loading message history normal mobile connection loading speed automatic reconnection vehicle theft warnings,18
FB0130,2026-05-25T10:09:19Z,USER173,H009,Fourways,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group during periods of heavy community activity. Older messages should load only when requested.,Web,resolved,mock,application loads slowly opening busy community group periods heavy community activity older messages load requested,15
FB0131,2026-05-25T15:05:58Z,USER002,H001,Rondebosch,Cape Town,4,Community Chat,The community chat is useful but important messages get buried although moderation controls are still needed. Please add pinned messages for verified safety information.,iOS,reviewed,mock,community chat useful important messages get buried although moderation controls still needed add pinned messages verified safety information,18
FB0132,2026-05-26T01:15:45Z,USER143,H006,Cape Town City Centre,Cape Town,3,Privacy and Trust,It is unclear how long submitted feedback and reports are retained to build trust among community members. Verified roles and clear retention rules would improve trust.,Web,reviewed,mock,unclear long submitted feedback reports retained build trust among community members verified roles clear retention rules trust,17
FB0133,2026-05-26T07:49:02Z,USER047,H007,Garsfontein,Gauteng,4,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. I would recommend this feature to other neighbourhood groups. This area mainly receives vehicle theft warnings.,Android,reviewed,mock,neighbourhood chat helped residents coordinate effectively information felt timely recommend feature neighbourhood groups vehicle theft warnings,16
FB0134,2026-05-26T09:16:49Z,USER139,H002,Somerset West,Cape Town,4,Privacy and Trust,Residents need confidence that private group messages remain private before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Mobile Web,resolved,mock,residents need confidence private group messages remain private users share sensitive safety information verified roles clear retention rules trust,19
FB0135,2026-05-27T03:27:00Z,USER061,H008,Claremont,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand during a situation that could have caused confusion. I would recommend this feature to other neighbourhood groups.,Android,reviewed,mock,location based warnings relevant easy understand situation caused confusion recommend feature neighbourhood groups,13
FB0136,2026-05-27T06:33:34Z,USER068,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,The location pin was too broad to identify the affected area when accurate directions were particularly important. Please improve address validation before publishing an incident.,Android,reviewed,mock,location pin broad identify affected accurate directions particularly important address validation publishing incident,13
FB0137,2026-05-27T17:08:57Z,USER044,H005,Sea Point,Cape Town,4,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. I would recommend this feature to other neighbourhood groups. This area mainly receives vehicle theft warnings.,Web,resolved,mock,neighbourhood chat helped residents coordinate effectively keeping community informed recommend feature neighbourhood groups vehicle theft warnings,16
FB0138,2026-05-27T18:05:29Z,USER057,H014,Centurion Central,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion and a pinned update feature would help. Verified security updates should be visually distinct.,iOS,reviewed,mock,difficult distinguish verified updates general discussion pinned update feature help verified security updates visually distinct,15
FB0139,2026-05-28T05:42:26Z,USER131,H007,Garsfontein,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group on a normal mobile connection. Older messages should load only when requested.,Android,new,mock,application loads slowly opening busy community group normal mobile connection older messages load requested,14
FB0140,2026-05-29T03:55:57Z,USER056,H008,Claremont,Cape Town,2,Safety Alerts,Important warnings sometimes disappear without being opened especially during evening hours. Please make urgent notifications faster and more reliable.,Web,resolved,mock,important warnings sometimes disappear without opened especially evening hours urgent notifications faster reliable,13
FB0141,2026-05-29T05:46:49Z,USER096,H010,Bedfordview,Gauteng,3,Application Performance,Messages occasionally appear only after I refresh the browser during periods of heavy community activity. Older messages should load only when requested.,Web,reviewed,mock,messages occasionally appear refresh browser periods heavy community activity older messages load requested,13
FB0142,2026-05-30T17:29:46Z,USER073,H010,Bedfordview,Gauteng,3,Safety Alerts,The safety alert arrived long after the incident was reported especially during evening hours. Critical warnings should be prioritised over ordinary updates.,Web,reviewed,mock,safety alert arrived long incident reported especially evening hours critical warnings prioritised ordinary updates,14
FB0143,2026-05-30T17:30:41Z,USER028,H004,Newlands,Cape Town,3,Privacy and Trust,Residents need confidence that private group messages remain private to build trust among community members. Verified roles and clear retention rules would improve trust.,Web,new,mock,residents need confidence private group messages remain private build trust among community members verified roles clear retention rules trust,19
FB0144,2026-05-31T06:19:59Z,USER033,H007,Garsfontein,Gauteng,4,Positive Experience,The incident report was simple to submit and appeared quickly and the information felt timely. A weekly safety summary would make the service even more useful.,Android,new,mock,incident report simple submit appeared quickly information felt timely weekly safety summary service even useful,15
FB0145,2026-05-31T15:54:22Z,USER159,H008,Claremont,Cape Town,2,Location Accuracy,The map placed the reported incident on the wrong street causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy.,iOS,new,mock,map placed reported incident wrong street causing unnecessary concern another neighbourhood showing street nearest landmark accuracy,16
FB0146,2026-05-31T21:03:05Z,USER126,H005,Sea Point,Cape Town,3,Location Accuracy,The alert location was missing a useful landmark which made the warning confusing. Please improve address validation before publishing an incident.,Web,resolved,mock,alert location missing useful landmark made warning confusing address validation publishing incident,12
FB0147,2026-05-31T21:14:53Z,USER119,H005,Sea Point,Cape Town,3,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Android,new,mock,application explain location information stored users share sensitive safety information verified roles clear retention rules trust,16
FB0148,2026-06-01T15:18:59Z,USER138,H001,Rondebosch,Cape Town,1,Application Performance,The application loads slowly when opening a busy community group on a normal mobile connection. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,application loads slowly opening busy community group normal mobile connection loading speed automatic reconnection,14
FB0149,2026-06-01T16:47:58Z,USER029,H010,Bedfordview,Gauteng,2,Safety Alerts,I did not receive the warning until it was too late to be useful especially during evening hours. A delivery timestamp would help residents judge whether an alert is current. This area mainly receives home invasion warnings.,Web,new,mock,receive warning late useful especially evening hours delivery timestamp help residents judge whether alert current home invasion warnings,18
FB0150,2026-06-02T02:54:59Z,USER158,H009,Fourways,Gauteng,4,Community Chat,Messages are easy to send but the conversation becomes cluttered although moderation controls are still needed. Verified security updates should be visually distinct.,iOS,new,mock,messages easy send conversation becomes cluttered although moderation controls still needed verified security updates visually distinct,16
FB0151,2026-06-02T05:26:45Z,USER012,H010,Bedfordview,Gauteng,2,Community Chat,It is difficult to distinguish verified updates from general discussion although moderation controls are still needed. Basic moderation and message reporting would improve the group.,Web,new,mock,difficult distinguish verified updates general discussion although moderation controls still needed basic moderation message reporting group,16
FB0152,2026-06-02T07:49:57Z,USER128,H011,Waterkloof Ridge,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion and a pinned update feature would help. Please add pinned messages for verified safety information.,Android,resolved,mock,difficult distinguish verified updates general discussion pinned update feature help add pinned messages verified safety information,16
FB0153,2026-06-02T08:38:35Z,USER104,H011,Waterkloof Ridge,Gauteng,3,Safety Alerts,The notification was delayed and lacked a clear incident time when residents needed immediate information. A delivery timestamp would help residents judge whether an alert is current.,Android,reviewed,mock,notification delayed lacked clear incident time residents needed immediate information delivery timestamp help residents judge whether alert current,18
FB0154,2026-06-02T15:08:47Z,USER060,H014,Centurion Central,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby while keeping the community informed. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby keeping community informed recommend feature neighbourhood groups,14
FB0155,2026-06-03T02:45:06Z,USER035,H003,Bryanston,Gauteng,3,Privacy and Trust,It is unclear how long submitted feedback and reports are retained because reports may contain personal details. Please add a simple privacy notice near the submission form.,Android,new,mock,unclear long submitted feedback reports retained reports may contain personal details add simple privacy notice near submission form,18
FB0156,2026-06-03T23:22:58Z,USER017,H014,Centurion Central,Gauteng,3,Safety Alerts,The notification was delayed and lacked a clear incident time while people were still travelling home. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,notification delayed lacked clear incident time people still travelling home urgent notifications faster reliable,14
FB0157,2026-06-04T01:56:47Z,USER163,H013,Table View,Cape Town,3,Location Accuracy,The street name and map marker did not match when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Web,resolved,mock,street name map marker match accurate directions particularly important showing street nearest landmark accuracy,14
FB0158,2026-06-04T11:56:37Z,USER026,H011,Waterkloof Ridge,Gauteng,4,Positive Experience,Community alerts made it easier to avoid an affected route while keeping the community informed. Please continue improving the alert details.,Mobile Web,resolved,mock,community alerts made easier avoid affected route keeping community informed continue improving alert details,14
FB0159,2026-06-04T21:56:55Z,USER170,H004,Newlands,Cape Town,4,Positive Experience,Community alerts made it easier to avoid an affected route and the information felt timely. Please continue improving the alert details.,iOS,reviewed,mock,community alerts made easier avoid affected route information felt timely continue improving alert details,14
FB0160,2026-06-06T18:35:36Z,USER087,H004,Newlands,Cape Town,4,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,application explain location information stored users share sensitive safety information add simple privacy notice near submission form,17
FB0161,2026-06-06T22:23:57Z,USER093,H002,Somerset West,Cape Town,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. I would recommend this feature to other neighbourhood groups. This area mainly receives home invasion warnings.,Web,new,mock,neighbourhood chat helped residents coordinate effectively information felt timely recommend feature neighbourhood groups home invasion warnings,16
FB0162,2026-06-07T00:19:08Z,USER025,H002,Somerset West,Cape Town,4,Community Chat,The chat helped residents share information about a recent concern when many residents post at the same time. Basic moderation and message reporting would improve the group.,iOS,new,mock,chat helped residents share information recent concern many residents post time basic moderation message reporting group,16
FB0163,2026-06-07T04:27:01Z,USER103,H010,Bedfordview,Gauteng,3,Incident Reporting,Adding a location while reporting was difficult on my phone and I had to repeat the process. A clear confirmation screen would make reporting easier.,iOS,new,mock,adding location reporting difficult phone repeat process clear confirmation screen reporting easier,12
FB0164,2026-06-07T11:16:39Z,USER083,H006,Cape Town City Centre,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand and the information felt timely. A weekly safety summary would make the service even more useful.,Android,reviewed,mock,location based warnings relevant easy understand information felt timely weekly safety summary service even useful,15
FB0165,2026-06-07T22:22:49Z,USER158,H007,Garsfontein,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively without requiring technical knowledge. I would recommend this feature to other neighbourhood groups.,iOS,reviewed,mock,neighbourhood chat helped residents coordinate effectively without requiring technical knowledge recommend feature neighbourhood groups,14
FB0166,2026-06-08T23:33:34Z,USER041,H009,Fourways,Gauteng,1,Location Accuracy,The street name and map marker did not match when accurate directions were particularly important. Please improve address validation before publishing an incident.,iOS,reviewed,mock,street name map marker match accurate directions particularly important address validation publishing incident,13
FB0167,2026-06-09T08:06:19Z,USER165,H007,Garsfontein,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully despite having a stable internet connection. The form should require fewer actions for urgent reports.,Android,resolved,mock,unsure whether report submitted successfully despite stable internet connection form require fewer actions urgent reports,15
FB0168,2026-06-09T13:16:00Z,USER048,H014,Centurion Central,Gauteng,3,Application Performance,The interface becomes unresponsive after several alerts arrive during periods of heavy community activity. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,interface becomes unresponsive several alerts arrive periods heavy community activity loading speed automatic reconnection,14
FB0169,2026-06-10T15:28:45Z,USER064,H006,Cape Town City Centre,Cape Town,2,Community Chat,It is difficult to distinguish verified updates from general discussion without requiring a separate messaging application. Basic moderation and message reporting would improve the group.,Android,new,mock,difficult distinguish verified updates general discussion without requiring separate messaging application basic moderation message reporting group,16
FB0170,2026-06-11T08:28:28Z,USER043,H011,Waterkloof Ridge,Gauteng,1,Application Performance,Messages occasionally appear only after I refresh the browser even though other websites work correctly. Older messages should load only when requested.,Android,reviewed,mock,messages occasionally appear refresh browser even though websites work correctly older messages load requested,14
FB0171,2026-06-11T12:03:29Z,USER127,H009,Fourways,Gauteng,2,Privacy and Trust,Residents need confidence that private group messages remain private especially in private neighbourhood groups. Please add a simple privacy notice near the submission form.,iOS,reviewed,mock,residents need confidence private group messages remain private especially private neighbourhood groups add simple privacy notice near submission form,19
FB0172,2026-06-12T16:55:40Z,USER069,H003,Bryanston,Gauteng,1,Safety Alerts,Important warnings sometimes disappear without being opened during a period of increased neighbourhood activity. A delivery timestamp would help residents judge whether an alert is current.,Android,resolved,mock,important warnings sometimes disappear without opened period increased neighbourhood activity delivery timestamp help residents judge whether alert current,18
FB0173,2026-06-14T03:19:59Z,USER043,H012,Menlo Park,Gauteng,3,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. A delivery timestamp would help residents judge whether an alert is current.,iOS,new,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity delivery timestamp help residents judge whether alert current,20
FB0174,2026-06-14T20:49:33Z,USER107,H011,Waterkloof Ridge,Gauteng,3,Location Accuracy,The map placed the reported incident on the wrong street which made the warning confusing. Allow reporters to adjust the pin before submitting. This area mainly receives home invasion warnings.,Web,reviewed,mock,map placed reported incident wrong street made warning confusing allow reporters adjust pin submitting home invasion warnings,17
FB0175,2026-06-15T00:44:38Z,USER155,H001,Rondebosch,Cape Town,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. The form should require fewer actions for urgent reports. This area mainly receives home invasion warnings.,Web,new,mock,form cleared description report sent repeat process form require fewer actions urgent reports home invasion warnings,16
FB0176,2026-06-15T12:28:06Z,USER147,H003,Bryanston,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively keeping community informed continue improving alert details,13
FB0177,2026-06-15T14:44:21Z,USER066,H002,Somerset West,Cape Town,2,Privacy and Trust,I want clearer information about who can see my incident report because reports may contain personal details. Verified roles and clear retention rules would improve trust. This area mainly receives home invasion warnings.,Web,resolved,mock,want clearer information see incident report reports may contain personal details verified roles clear retention rules trust home invasion warnings,20
FB0178,2026-06-16T01:53:41Z,USER159,H014,Centurion Central,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively without requiring technical knowledge. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively without requiring technical knowledge continue improving alert details,14
FB0179,2026-06-17T09:53:26Z,USER106,H009,Fourways,Gauteng,3,Application Performance,Messages occasionally appear only after I refresh the browser which makes the service feel unreliable. Please improve loading speed and automatic reconnection.,Web,reviewed,mock,messages occasionally appear refresh browser makes service feel unreliable loading speed automatic reconnection,13
FB0180,2026-06-17T16:38:25Z,USER153,H006,Cape Town City Centre,Cape Town,2,Safety Alerts,I did not receive the warning until it was too late to be useful during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,receive warning late useful period increased neighbourhood activity urgent notifications faster reliable,12
FB0181,2026-06-18T04:27:07Z,USER170,H008,Claremont,Cape Town,3,Safety Alerts,I did not receive the warning until it was too late to be useful when residents needed immediate information. Critical warnings should be prioritised over ordinary updates. This area mainly receives home invasion warnings.,Web,resolved,mock,receive warning late useful residents needed immediate information critical warnings prioritised ordinary updates home invasion warnings,16
FB0182,2026-06-18T05:01:07Z,USER151,H012,Menlo Park,Gauteng,3,Community Chat,The community chat is useful but important messages get buried and a pinned update feature would help. Verified security updates should be visually distinct.,Web,new,mock,community chat useful important messages get buried pinned update feature help verified security updates visually distinct,16
FB0183,2026-06-18T09:02:47Z,USER132,H008,Claremont,Cape Town,3,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Users should be able to remove their own stored information.,iOS,reviewed,mock,application explain location information stored users share sensitive safety information users able remove stored information,15
FB0184,2026-06-18T18:15:29Z,USER001,H011,Waterkloof Ridge,Gauteng,2,Safety Alerts,I did not receive the warning until it was too late to be useful when residents needed immediate information. Please make urgent notifications faster and more reliable. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,receive warning late useful residents needed immediate information urgent notifications faster reliable home invasion warnings,15
FB0185,2026-06-18T18:48:34Z,USER020,H013,Table View,Cape Town,3,Community Chat,It is difficult to distinguish verified updates from general discussion when many residents post at the same time. Verified security updates should be visually distinct. This area mainly receives home invasion warnings.,Web,reviewed,mock,difficult distinguish verified updates general discussion many residents post time verified security updates visually distinct home invasion warnings,18
FB0186,2026-06-19T07:03:08Z,USER027,H012,Menlo Park,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby while keeping the community informed. Please continue improving the alert details. This area mainly receives vehicle theft warnings.,iOS,reviewed,mock,service helped understand recent safety activity nearby keeping community informed continue improving alert details vehicle theft warnings,17
FB0187,2026-06-19T19:05:01Z,USER093,H011,Waterkloof Ridge,Gauteng,2,Privacy and Trust,The application should explain how location information is stored especially in private neighbourhood groups. Users should be able to remove their own stored information.,Android,new,mock,application explain location information stored especially private neighbourhood groups users able remove stored information,14
FB0188,2026-06-19T20:17:45Z,USER128,H004,Newlands,Cape Town,3,Privacy and Trust,The application should explain how location information is stored to build trust among community members. Please add a simple privacy notice near the submission form. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,application explain location information stored build trust among community members add simple privacy notice near submission form home invasion warnings,20
FB0189,2026-06-20T16:29:03Z,USER142,H011,Waterkloof Ridge,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively keeping community informed recommend feature neighbourhood groups,13
FB0190,2026-06-20T18:35:58Z,USER016,H003,Bryanston,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively information felt timely continue improving alert details,13
FB0191,2026-06-22T08:46:46Z,USER027,H014,Centurion Central,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group during periods of heavy community activity. A lightweight mobile mode would make the service more accessible.,iOS,reviewed,mock,application loads slowly opening busy community group periods heavy community activity lightweight mobile mode service accessible,16
FB0192,2026-06-22T16:09:49Z,USER141,H002,Somerset West,Cape Town,4,Positive Experience,Community alerts made it easier to avoid an affected route and the information felt timely. A weekly safety summary would make the service even more useful.,Android,resolved,mock,community alerts made easier avoid affected route information felt timely weekly safety summary service even useful,16
